matchId,teamId,opponentTeamId,windowStart,windowEnd,minute,pressure,scoreDiff,round_x,numPasses,numPassers,numReceivers,numEdges,matchDate,stadiumName,homeTeamId,awayTeamId,round_y
3831,50,51,4500,5400,82.5,HIGH,1,group,73,12,12,40,,,50,51,knockout
3831,51,50,4500,5400,82.5,HIGH,1,group,78,12,12,45,,,50,51,knockout
3831,51,50,5400,6300,97.5,LOW,2,group,10,8,6,10,,,50,51,knockout
10502,366,51,0,900,7.5,LOW,2,group,66,11,11,39,,,366,51,knockout
10502,51,366,0,900,7.5,LOW,0,group,66,11,11,37,,,366,51,knockout
10502,366,51,900,1800,22.5,LOW,0,group,57,11,11,43,,,366,51,knockout
10502,51,366,900,1800,22.5,LOW,0,group,84,11,11,43,,,366,51,knockout
10502,51,366,1800,2700,37.5,MEDIUM,-1,group,136,11,11,62,,,366,51,knockout
10502,366,51,1800,2700,37.5,MEDIUM,-1,group,23,10,11,23,,,366,51,knockout
10502,51,366,2700,3600,52.5,MEDIUM,-2,group,57,11,11,37,,,366,51,knockout
10502,366,51,2700,3600,52.5,MEDIUM,-2,group,79,13,12,46,,,366,51,knockout
10502,366,51,3600,4500,67.5,MEDIUM,0,group,60,11,11,43,,,366,51,knockout
10502,51,366,3600,4500,67.5,MEDIUM,0,group,50,13,13,40,,,366,51,knockout
10502,51,366,4500,5400,82.5,HIGH,0,group,76,11,10,48,,,366,51,knockout
